hex_id,hex_code
884982ca1bfffff,HEX-03379
884982ca1dfffff,HEX-03380
884982ca41fffff,HEX-03381
884982ca43fffff,HEX-03382
884982ca47fffff,HEX-03383
884982ca49fffff,HEX-03384
884982ca4bfffff,HEX-03385
884982ca4dfffff,HEX-03386
884982ca51fffff,HEX-03387
884982ca53fffff,HEX-03388
884982ca55fffff,HEX-03389
884982ca57fffff,HEX-03390
884982ca59fffff,HEX-03391
884982ca5bfffff,HEX-03392
884982ca5dfffff,HEX-03393
884982ca91fffff,HEX-03394
884982ca93fffff,HEX-03395
884982ca97fffff,HEX-03396
884982ca99fffff,HEX-03397
884982ca9bfffff,HEX-03398
884982cab3fffff,HEX-03399
884982cabbfffff,HEX-03400
884982cac1fffff,HEX-03401
884982cac3fffff,HEX-03402
884982cac5fffff,HEX-03403
884982cac9fffff,HEX-03404
884982cacbfffff,HEX-03405
884982cacdfffff,HEX-03406
884982cad1fffff,HEX-03407
884982cad3fffff,HEX-03408
884982cad5fffff,HEX-03409
884982cad7fffff,HEX-03410
884982cad9fffff,HEX-03411
884982cadbfffff,HEX-03412
884982caddfffff,HEX-03413
884982cc01fffff,HEX-03414
884982cc03fffff,HEX-03415
884982cc05fffff,HEX-03416
884982cc07fffff,HEX-03417
884982cc09fffff,HEX-03418
884982cc0bfffff,HEX-03419
884982cc0dfffff,HEX-03420
884982cc11fffff,HEX-03421
884982cc13fffff,HEX-03422
884982cc15fffff,HEX-03423
884982cc17fffff,HEX-03424
884982cc19fffff,HEX-03425
884982cc1bfffff,HEX-03426
884982cc1dfffff,HEX-03427
884982cc21fffff,HEX-03428
884982cc23fffff,HEX-03429
884982cc25fffff,HEX-03430
884982cc27fffff,HEX-03431
884982cc29fffff,HEX-03432
884982cc2bfffff,HEX-03433
884982cc2dfffff,HEX-03434
884982cc31fffff,HEX-03435
884982cc33fffff,HEX-03436
884982cc35fffff,HEX-03437
884982cc37fffff,HEX-03438
884982cc39fffff,HEX-03439
884982cc3bfffff,HEX-03440
884982cc3dfffff,HEX-03441
884982cc41fffff,HEX-03442
884982cc43fffff,HEX-03443
884982cc45fffff,HEX-03444
884982cc47fffff,HEX-03445
884982cc49fffff,HEX-03446
884982cc4bfffff,HEX-03447
884982cc4dfffff,HEX-03448
884982cc51fffff,HEX-03449
884982cc53fffff,HEX-03450
884982cc55fffff,HEX-03451
884982cc57fffff,HEX-03452
884982cc59fffff,HEX-03453
884982cc5bfffff,HEX-03454
884982cc5dfffff,HEX-03455
884982cc61fffff,HEX-03456
884982cc63fffff,HEX-03457
884982cc65fffff,HEX-03458
884982cc67fffff,HEX-03459
884982cc69fffff,HEX-03460
884982cc6bfffff,HEX-03461
884982cc6dfffff,HEX-03462
884982cc81fffff,HEX-03463
884982cc83fffff,HEX-03464
884982cc85fffff,HEX-03465
884982cc87fffff,HEX-03466
884982cc89fffff,HEX-03467
884982cc8bfffff,HEX-03468
884982cc8dfffff,HEX-03469
884982cc91fffff,HEX-03470
884982cc93fffff,HEX-03471
884982cc95fffff,HEX-03472
884982cc97fffff,HEX-03473
884982cc99fffff,HEX-03474
884982cc9bfffff,HEX-03475
884982cc9dfffff,HEX-03476
884982cca1fffff,HEX-03477
884982cca3fffff,HEX-03478
884982cca5fffff,HEX-03479
884982cca7fffff,HEX-03480
884982cca9fffff,HEX-03481
884982ccabfffff,HEX-03482
884982ccadfffff,HEX-03483
884982ccb1fffff,HEX-03484
884982ccb3fffff,HEX-03485
884982ccb5fffff,HEX-03486
884982ccb7fffff,HEX-03487
884982ccb9fffff,HEX-03488
884982ccbbfffff,HEX-03489
884982ccbdfffff,HEX-03490
884982ccc1fffff,HEX-03491
884982ccc3fffff,HEX-03492
884982ccc5fffff,HEX-03493
884982ccc7fffff,HEX-03494
884982ccc9fffff,HEX-03495
884982cccbfffff,HEX-03496
884982cccdfffff,HEX-03497
884982ccd1fffff,HEX-03498
884982ccd3fffff,HEX-03499
884982ccd5fffff,HEX-03500
884982ccd7fffff,HEX-03501
884982ccd9fffff,HEX-03502
884982ccdbfffff,HEX-03503
884982ccddfffff,HEX-03504
884982cce1fffff,HEX-03505
884982cce3fffff,HEX-03506
884982cce5fffff,HEX-03507
884982cce7fffff,HEX-03508
884982cce9fffff,HEX-03509
884982ccebfffff,HEX-03510
884982ccedfffff,HEX-03511
884982cd19fffff,HEX-03512
884982cd1bfffff,HEX-03513
884982cd49fffff,HEX-03514
884982cd4bfffff,HEX-03515
884982cd51fffff,HEX-03516
884982cd53fffff,HEX-03517
884982cd55fffff,HEX-03518
884982cd57fffff,HEX-03519
884982cd59fffff,HEX-03520
884982cd5bfffff,HEX-03521
884982cd5dfffff,HEX-03522
884982cd89fffff,HEX-03523
884982cd8bfffff,HEX-03524
884982cd99fffff,HEX-03525
884982cd9bfffff,HEX-03526
884982cd9dfffff,HEX-03527
884982cdc1fffff,HEX-03528
884982cdc3fffff,HEX-03529
884982cdc7fffff,HEX-03530
884982cdc9fffff,HEX-03531
884982cdcbfffff,HEX-03532
884982cdcdfffff,HEX-03533
884982cdd1fffff,HEX-03534
884982cdd3fffff,HEX-03535
884982cdd5fffff,HEX-03536
884982cdd7fffff,HEX-03537
884982cdd9fffff,HEX-03538
884982cddbfffff,HEX-03539
884982cdddfffff,HEX-03540
884982ce01fffff,HEX-03541
884982ce03fffff,HEX-03542
884982ce05fffff,HEX-03543
884982ce07fffff,HEX-03544
884982ce09fffff,HEX-03545
884982ce0bfffff,HEX-03546
884982ce0dfffff,HEX-03547
884982ce11fffff,HEX-03548
884982ce13fffff,HEX-03549
884982ce15fffff,HEX-03550
884982ce17fffff,HEX-03551
884982ce19fffff,HEX-03552
884982ce1bfffff,HEX-03553
884982ce1dfffff,HEX-03554
884982ce21fffff,HEX-03555
884982ce23fffff,HEX-03556
884982ce25fffff,HEX-03557
884982ce27fffff,HEX-03558
884982ce29fffff,HEX-03559
884982ce2bfffff,HEX-03560
884982ce2dfffff,HEX-03561
884982ce31fffff,HEX-03562
884982ce33fffff,HEX-03563
884982ce35fffff,HEX-03564
884982ce37fffff,HEX-03565
884982ce39fffff,HEX-03566
884982ce3bfffff,HEX-03567
884982ce3dfffff,HEX-03568
884982ce41fffff,HEX-03569
884982ce43fffff,HEX-03570
884982ce45fffff,HEX-03571
884982ce47fffff,HEX-03572
884982ce49fffff,HEX-03573
884982ce4bfffff,HEX-03574
884982ce4dfffff,HEX-03575
884982ce51fffff,HEX-03576
884982ce53fffff,HEX-03577
884982ce55fffff,HEX-03578
884982ce57fffff,HEX-03579
884982ce59fffff,HEX-03580
884982ce5bfffff,HEX-03581
884982ce5dfffff,HEX-03582
884982ce61fffff,HEX-03583
884982ce63fffff,HEX-03584
884982ce65fffff,HEX-03585
884982ce67fffff,HEX-03586
884982ce69fffff,HEX-03587
884982ce6bfffff,HEX-03588
884982ce6dfffff,HEX-03589
884982ce81fffff,HEX-03590
884982ce83fffff,HEX-03591
884982ce85fffff,HEX-03592
884982ce87fffff,HEX-03593
884982ce89fffff,HEX-03594
884982ce8bfffff,HEX-03595
884982ce8dfffff,HEX-03596
884982ce91fffff,HEX-03597
884982ce93fffff,HEX-03598
884982ce95fffff,HEX-03599
884982ce97fffff,HEX-03600
884982ce99fffff,HEX-03601
884982ce9bfffff,HEX-03602
884982ce9dfffff,HEX-03603
884982cea1fffff,HEX-03604
884982cea3fffff,HEX-03605
884982cea5fffff,HEX-03606
884982cea7fffff,HEX-03607
884982cea9fffff,HEX-03608
884982ceabfffff,HEX-03609
884982ceadfffff,HEX-03610
884982ceb1fffff,HEX-03611
884982ceb3fffff,HEX-03612
884982ceb5fffff,HEX-03613
884982ceb7fffff,HEX-03614
884982ceb9fffff,HEX-03615
884982cebbfffff,HEX-03616
884982cebdfffff,HEX-03617
884982cec1fffff,HEX-03618
884982cec3fffff,HEX-03619
884982cec5fffff,HEX-03620
884982cec7fffff,HEX-03621
884982cec9fffff,HEX-03622
884982cecbfffff,HEX-03623
884982cecdfffff,HEX-03624
884982ced1fffff,HEX-03625
884982ced3fffff,HEX-03626
884982ced5fffff,HEX-03627
884982ced7fffff,HEX-03628
884982ced9fffff,HEX-03629
884982cedbfffff,HEX-03630
884982ceddfffff,HEX-03631
884982cee1fffff,HEX-03632
884982cee3fffff,HEX-03633
884982cee5fffff,HEX-03634
884982cee7fffff,HEX-03635
884982cee9fffff,HEX-03636
884982ceebfffff,HEX-03637
884982ceedfffff,HEX-03638
884982cf01fffff,HEX-03639
884982cf03fffff,HEX-03640
884982cf05fffff,HEX-03641
884982cf07fffff,HEX-03642
884982cf09fffff,HEX-03643
884982cf0bfffff,HEX-03644
884982cf0dfffff,HEX-03645
884982cf11fffff,HEX-03646
884982cf13fffff,HEX-03647
884982cf15fffff,HEX-03648
884982cf17fffff,HEX-03649
884982cf19fffff,HEX-03650
884982cf1bfffff,HEX-03651
884982cf1dfffff,HEX-03652
884982cf21fffff,HEX-03653
884982cf23fffff,HEX-03654
884982cf25fffff,HEX-03655
884982cf27fffff,HEX-03656
884982cf29fffff,HEX-03657
884982cf2bfffff,HEX-03658
884982cf2dfffff,HEX-03659
884982cf31fffff,HEX-03660
884982cf33fffff,HEX-03661
884982cf35fffff,HEX-03662
884982cf37fffff,HEX-03663
884982cf39fffff,HEX-03664
884982cf3bfffff,HEX-03665
884982cf3dfffff,HEX-03666
884982cf41fffff,HEX-03667
884982cf43fffff,HEX-03668
884982cf45fffff,HEX-03669
884982cf47fffff,HEX-03670
884982cf49fffff,HEX-03671
884982cf4bfffff,HEX-03672
884982cf4dfffff,HEX-03673
884982cf51fffff,HEX-03674
884982cf53fffff,HEX-03675
884982cf55fffff,HEX-03676
884982cf57fffff,HEX-03677
884982cf59fffff,HEX-03678
884982cf5bfffff,HEX-03679
884982cf5dfffff,HEX-03680
884982cf61fffff,HEX-03681
884982cf63fffff,HEX-03682
884982cf65fffff,HEX-03683
884982cf67fffff,HEX-03684
884982cf69fffff,HEX-03685
884982cf6bfffff,HEX-03686
884982cf6dfffff,HEX-03687
884982d001fffff,HEX-03688
884982d003fffff,HEX-03689
884982d005fffff,HEX-03690
884982d007fffff,HEX-03691
884982d009fffff,HEX-03692
884982d00bfffff,HEX-03693
884982d00dfffff,HEX-03694
884982d011fffff,HEX-03695
884982d013fffff,HEX-03696
884982d015fffff,HEX-03697
884982d017fffff,HEX-03698
884982d019fffff,HEX-03699
884982d01bfffff,HEX-03700
884982d01dfffff,HEX-03701
884982d021fffff,HEX-03702
884982d023fffff,HEX-03703
884982d025fffff,HEX-03704
884982d027fffff,HEX-03705
884982d029fffff,HEX-03706
884982d02bfffff,HEX-03707
884982d02dfffff,HEX-03708
884982d031fffff,HEX-03709
884982d033fffff,HEX-03710
884982d035fffff,HEX-03711
884982d037fffff,HEX-03712
884982d039fffff,HEX-03713
884982d03bfffff,HEX-03714
884982d03dfffff,HEX-03715
884982d041fffff,HEX-03716
884982d043fffff,HEX-03717
884982d045fffff,HEX-03718
884982d047fffff,HEX-03719
884982d049fffff,HEX-03720
884982d04bfffff,HEX-03721
884982d04dfffff,HEX-03722
884982d051fffff,HEX-03723
884982d053fffff,HEX-03724
884982d055fffff,HEX-03725
884982d057fffff,HEX-03726
884982d059fffff,HEX-03727
884982d05bfffff,HEX-03728
884982d05dfffff,HEX-03729
884982d061fffff,HEX-03730
884982d063fffff,HEX-03731
884982d065fffff,HEX-03732
884982d067fffff,HEX-03733
884982d069fffff,HEX-03734
884982d06bfffff,HEX-03735
884982d06dfffff,HEX-03736
884982d081fffff,HEX-03737
884982d083fffff,HEX-03738
884982d085fffff,HEX-03739
884982d087fffff,HEX-03740
884982d089fffff,HEX-03741
884982d08bfffff,HEX-03742
884982d08dfffff,HEX-03743
884982d091fffff,HEX-03744
884982d093fffff,HEX-03745
884982d095fffff,HEX-03746
884982d097fffff,HEX-03747
884982d099fffff,HEX-03748
884982d09bfffff,HEX-03749
884982d09dfffff,HEX-03750
884982d0a1fffff,HEX-03751
884982d0a3fffff,HEX-03752
884982d0a5fffff,HEX-03753
884982d0a7fffff,HEX-03754
884982d0a9fffff,HEX-03755
884982d0abfffff,HEX-03756
884982d0adfffff,HEX-03757
884982d0b1fffff,HEX-03758
884982d0b3fffff,HEX-03759
884982d0b5fffff,HEX-03760
884982d0b7fffff,HEX-03761
884982d0b9fffff,HEX-03762
884982d0bbfffff,HEX-03763
884982d0bdfffff,HEX-03764
884982d0c1fffff,HEX-03765
884982d0c3fffff,HEX-03766
884982d0c5fffff,HEX-03767
884982d0c7fffff,HEX-03768
884982d0c9fffff,HEX-03769
884982d0cbfffff,HEX-03770
884982d0cdfffff,HEX-03771
884982d0d1fffff,HEX-03772
884982d0d3fffff,HEX-03773
884982d0d5fffff,HEX-03774
884982d0d7fffff,HEX-03775
884982d0d9fffff,HEX-03776
884982d0dbfffff,HEX-03777
884982d0ddfffff,HEX-03778
884982d0e1fffff,HEX-03779
884982d0e3fffff,HEX-03780
884982d0e5fffff,HEX-03781
884982d0e7fffff,HEX-03782
884982d0e9fffff,HEX-03783
884982d0ebfffff,HEX-03784
884982d0edfffff,HEX-03785
884982d101fffff,HEX-03786
884982d103fffff,HEX-03787
884982d105fffff,HEX-03788
884982d107fffff,HEX-03789
884982d109fffff,HEX-03790
884982d10bfffff,HEX-03791
884982d10dfffff,HEX-03792
884982d111fffff,HEX-03793
884982d113fffff,HEX-03794
884982d115fffff,HEX-03795
884982d117fffff,HEX-03796
884982d119fffff,HEX-03797
884982d11bfffff,HEX-03798
884982d11dfffff,HEX-03799
884982d121fffff,HEX-03800
884982d123fffff,HEX-03801
884982d125fffff,HEX-03802
884982d127fffff,HEX-03803
884982d129fffff,HEX-03804
884982d12bfffff,HEX-03805
884982d12dfffff,HEX-03806
884982d131fffff,HEX-03807
884982d133fffff,HEX-03808
884982d135fffff,HEX-03809
884982d137fffff,HEX-03810
884982d139fffff,HEX-03811
884982d13bfffff,HEX-03812
884982d13dfffff,HEX-03813
884982d141fffff,HEX-03814
884982d143fffff,HEX-03815
884982d145fffff,HEX-03816
884982d147fffff,HEX-03817
884982d149fffff,HEX-03818
884982d14bfffff,HEX-03819
884982d14dfffff,HEX-03820
884982d151fffff,HEX-03821
884982d153fffff,HEX-03822
884982d155fffff,HEX-03823
884982d157fffff,HEX-03824
884982d159fffff,HEX-03825
884982d15bfffff,HEX-03826
884982d15dfffff,HEX-03827
884982d161fffff,HEX-03828
884982d163fffff,HEX-03829
884982d165fffff,HEX-03830
884982d167fffff,HEX-03831
884982d169fffff,HEX-03832
884982d16bfffff,HEX-03833
884982d16dfffff,HEX-03834
884982d181fffff,HEX-03835
884982d183fffff,HEX-03836
884982d185fffff,HEX-03837
884982d187fffff,HEX-03838
884982d189fffff,HEX-03839
884982d18bfffff,HEX-03840
884982d18dfffff,HEX-03841
884982d191fffff,HEX-03842
884982d193fffff,HEX-03843
884982d195fffff,HEX-03844
884982d197fffff,HEX-03845
884982d199fffff,HEX-03846
884982d19bfffff,HEX-03847
884982d19dfffff,HEX-03848
884982d1a1fffff,HEX-03849
884982d1a3fffff,HEX-03850
884982d1a5fffff,HEX-03851
884982d1a7fffff,HEX-03852
884982d1a9fffff,HEX-03853
884982d1abfffff,HEX-03854
884982d1adfffff,HEX-03855
884982d1b1fffff,HEX-03856
884982d1b3fffff,HEX-03857
884982d1b5fffff,HEX-03858
884982d1b7fffff,HEX-03859
884982d1b9fffff,HEX-03860
884982d1bbfffff,HEX-03861
884982d1bdfffff,HEX-03862
884982d1c1fffff,HEX-03863
884982d1c3fffff,HEX-03864
884982d1c5fffff,HEX-03865
884982d1c7fffff,HEX-03866
884982d1c9fffff,HEX-03867
884982d1cbfffff,HEX-03868
884982d1cdfffff,HEX-03869
884982d1d1fffff,HEX-03870
884982d1d3fffff,HEX-03871
884982d1d5fffff,HEX-03872
884982d1d7fffff,HEX-03873
884982d1d9fffff,HEX-03874
884982d1dbfffff,HEX-03875
884982d1ddfffff,HEX-03876
884982d1e1fffff,HEX-03877
884982d1e3fffff,HEX-03878
884982d1e5fffff,HEX-03879
884982d1e7fffff,HEX-03880
884982d1e9fffff,HEX-03881
884982d1ebfffff,HEX-03882
884982d1edfffff,HEX-03883
884982d201fffff,HEX-03884
884982d203fffff,HEX-03885
884982d205fffff,HEX-03886
884982d207fffff,HEX-03887
884982d209fffff,HEX-03888
884982d20bfffff,HEX-03889
884982d20dfffff,HEX-03890
884982d211fffff,HEX-03891
884982d213fffff,HEX-03892
884982d215fffff,HEX-03893
884982d217fffff,HEX-03894
884982d219fffff,HEX-03895
884982d21bfffff,HEX-03896
884982d21dfffff,HEX-03897
884982d221fffff,HEX-03898
884982d223fffff,HEX-03899
884982d225fffff,HEX-03900
884982d227fffff,HEX-03901
884982d229fffff,HEX-03902
884982d22bfffff,HEX-03903
884982d22dfffff,HEX-03904
884982d231fffff,HEX-03905
884982d233fffff,HEX-03906
884982d235fffff,HEX-03907
884982d237fffff,HEX-03908
884982d239fffff,HEX-03909
884982d23bfffff,HEX-03910
884982d23dfffff,HEX-03911
884982d241fffff,HEX-03912
884982d243fffff,HEX-03913
884982d245fffff,HEX-03914
884982d247fffff,HEX-03915
884982d249fffff,HEX-03916
884982d24bfffff,HEX-03917
884982d24dfffff,HEX-03918
884982d251fffff,HEX-03919
884982d253fffff,HEX-03920
884982d255fffff,HEX-03921
884982d257fffff,HEX-03922
884982d259fffff,HEX-03923
884982d25bfffff,HEX-03924
884982d25dfffff,HEX-03925
884982d261fffff,HEX-03926
884982d263fffff,HEX-03927
884982d265fffff,HEX-03928
884982d267fffff,HEX-03929
884982d269fffff,HEX-03930
884982d26bfffff,HEX-03931
884982d26dfffff,HEX-03932
884982d281fffff,HEX-03933
884982d283fffff,HEX-03934
884982d285fffff,HEX-03935
884982d287fffff,HEX-03936
884982d289fffff,HEX-03937
884982d28bfffff,HEX-03938
884982d28dfffff,HEX-03939
884982d291fffff,HEX-03940
884982d293fffff,HEX-03941
884982d295fffff,HEX-03942
884982d297fffff,HEX-03943
884982d299fffff,HEX-03944
884982d29bfffff,HEX-03945
884982d29dfffff,HEX-03946
884982d2a1fffff,HEX-03947
884982d2a3fffff,HEX-03948
884982d2a5fffff,HEX-03949
884982d2a7fffff,HEX-03950
884982d2a9fffff,HEX-03951
884982d2abfffff,HEX-03952
884982d2adfffff,HEX-03953
884982d2b1fffff,HEX-03954
884982d2b3fffff,HEX-03955
884982d2b5fffff,HEX-03956
884982d2b7fffff,HEX-03957
884982d2b9fffff,HEX-03958
884982d2bbfffff,HEX-03959
884982d2bdfffff,HEX-03960
884982d2c1fffff,HEX-03961
884982d2c3fffff,HEX-03962
884982d2c5fffff,HEX-03963
884982d2c7fffff,HEX-03964
884982d2c9fffff,HEX-03965
884982d2cbfffff,HEX-03966
884982d2cdfffff,HEX-03967
884982d2d1fffff,HEX-03968
884982d2d3fffff,HEX-03969
884982d2d5fffff,HEX-03970
884982d2d7fffff,HEX-03971
884982d2d9fffff,HEX-03972
884982d2dbfffff,HEX-03973
884982d2ddfffff,HEX-03974
884982d2e1fffff,HEX-03975
884982d2e3fffff,HEX-03976
884982d2e5fffff,HEX-03977
884982d2e7fffff,HEX-03978
884982d2e9fffff,HEX-03979
884982d2ebfffff,HEX-03980
884982d2edfffff,HEX-03981
884982d301fffff,HEX-03982
884982d303fffff,HEX-03983
884982d305fffff,HEX-03984
884982d307fffff,HEX-03985
884982d309fffff,HEX-03986
884982d30bfffff,HEX-03987
884982d30dfffff,HEX-03988
884982d311fffff,HEX-03989
884982d313fffff,HEX-03990
884982d315fffff,HEX-03991
884982d317fffff,HEX-03992
884982d319fffff,HEX-03993
884982d31bfffff,HEX-03994
884982d31dfffff,HEX-03995
884982d321fffff,HEX-03996
884982d323fffff,HEX-03997
884982d325fffff,HEX-03998
884982d327fffff,HEX-03999
884982d329fffff,HEX-04000
884982d32bfffff,HEX-04001
884982d32dfffff,HEX-04002
884982d331fffff,HEX-04003
884982d333fffff,HEX-04004
884982d335fffff,HEX-04005
884982d337fffff,HEX-04006
884982d339fffff,HEX-04007
884982d33bfffff,HEX-04008
884982d33dfffff,HEX-04009
884982d341fffff,HEX-04010
884982d343fffff,HEX-04011
884982d345fffff,HEX-04012
884982d347fffff,HEX-04013
884982d349fffff,HEX-04014
884982d34bfffff,HEX-04015
884982d34dfffff,HEX-04016
884982d351fffff,HEX-04017
884982d353fffff,HEX-04018
884982d355fffff,HEX-04019
884982d357fffff,HEX-04020
884982d359fffff,HEX-04021
884982d35bfffff,HEX-04022
884982d35dfffff,HEX-04023
884982d361fffff,HEX-04024
884982d363fffff,HEX-04025
884982d365fffff,HEX-04026
884982d367fffff,HEX-04027
884982d369fffff,HEX-04028
884982d36bfffff,HEX-04029
884982d36dfffff,HEX-04030
884982d401fffff,HEX-04031
884982d403fffff,HEX-04032
884982d405fffff,HEX-04033
884982d407fffff,HEX-04034
884982d409fffff,HEX-04035
884982d40bfffff,HEX-04036
884982d40dfffff,HEX-04037
884982d411fffff,HEX-04038
884982d413fffff,HEX-04039
884982d415fffff,HEX-04040
884982d417fffff,HEX-04041
884982d419fffff,HEX-04042
884982d41bfffff,HEX-04043
884982d41dfffff,HEX-04044
884982d421fffff,HEX-04045
884982d423fffff,HEX-04046
884982d425fffff,HEX-04047
884982d427fffff,HEX-04048
884982d429fffff,HEX-04049
884982d42bfffff,HEX-04050
884982d42dfffff,HEX-04051
884982d431fffff,HEX-04052
884982d433fffff,HEX-04053
884982d435fffff,HEX-04054
884982d437fffff,HEX-04055
884982d439fffff,HEX-04056
884982d43bfffff,HEX-04057
884982d43dfffff,HEX-04058
884982d441fffff,HEX-04059
884982d443fffff,HEX-04060
884982d445fffff,HEX-04061
884982d447fffff,HEX-04062
884982d449fffff,HEX-04063
884982d44bfffff,HEX-04064
884982d44dfffff,HEX-04065
884982d451fffff,HEX-04066
884982d453fffff,HEX-04067
884982d455fffff,HEX-04068
884982d457fffff,HEX-04069
884982d459fffff,HEX-04070
884982d45bfffff,HEX-04071
884982d45dfffff,HEX-04072
884982d461fffff,HEX-04073
884982d463fffff,HEX-04074
884982d465fffff,HEX-04075
884982d467fffff,HEX-04076
884982d469fffff,HEX-04077
884982d46bfffff,HEX-04078
884982d46dfffff,HEX-04079
884982d481fffff,HEX-04080
884982d483fffff,HEX-04081
884982d485fffff,HEX-04082
884982d487fffff,HEX-04083
884982d489fffff,HEX-04084
884982d48bfffff,HEX-04085
884982d48dfffff,HEX-04086
884982d491fffff,HEX-04087
884982d493fffff,HEX-04088
884982d495fffff,HEX-04089
884982d497fffff,HEX-04090
884982d499fffff,HEX-04091
884982d49bfffff,HEX-04092
884982d49dfffff,HEX-04093
884982d4a1fffff,HEX-04094
884982d4a3fffff,HEX-04095
884982d4a5fffff,HEX-04096
884982d4a7fffff,HEX-04097
884982d4a9fffff,HEX-04098
884982d4abfffff,HEX-04099
884982d4adfffff,HEX-04100
884982d4b1fffff,HEX-04101
884982d4b3fffff,HEX-04102
884982d4b5fffff,HEX-04103
884982d4b7fffff,HEX-04104
884982d4b9fffff,HEX-04105
884982d4bbfffff,HEX-04106
884982d4bdfffff,HEX-04107
884982d4c1fffff,HEX-04108
884982d4c3fffff,HEX-04109
884982d4c5fffff,HEX-04110
884982d4c7fffff,HEX-04111
884982d4c9fffff,HEX-04112
884982d4cbfffff,HEX-04113
884982d4cdfffff,HEX-04114
884982d4d1fffff,HEX-04115
884982d4d3fffff,HEX-04116
884982d4d5fffff,HEX-04117
884982d4d7fffff,HEX-04118
884982d4d9fffff,HEX-04119
884982d4dbfffff,HEX-04120
884982d4ddfffff,HEX-04121
884982d4e1fffff,HEX-04122
884982d4e3fffff,HEX-04123
884982d4e5fffff,HEX-04124
884982d4e7fffff,HEX-04125
884982d4e9fffff,HEX-04126
884982d4ebfffff,HEX-04127
884982d4edfffff,HEX-04128
884982d501fffff,HEX-04129
884982d503fffff,HEX-04130
884982d505fffff,HEX-04131
884982d507fffff,HEX-04132
884982d509fffff,HEX-04133
884982d50bfffff,HEX-04134
884982d50dfffff,HEX-04135
884982d511fffff,HEX-04136
884982d513fffff,HEX-04137
884982d515fffff,HEX-04138
884982d517fffff,HEX-04139
884982d519fffff,HEX-04140
884982d51bfffff,HEX-04141
884982d51dfffff,HEX-04142
884982d521fffff,HEX-04143
884982d523fffff,HEX-04144
884982d525fffff,HEX-04145
884982d527fffff,HEX-04146
884982d529fffff,HEX-04147
884982d52bfffff,HEX-04148
884982d52dfffff,HEX-04149
884982d531fffff,HEX-04150
884982d533fffff,HEX-04151
884982d535fffff,HEX-04152
884982d537fffff,HEX-04153
884982d539fffff,HEX-04154
884982d53bfffff,HEX-04155
884982d53dfffff,HEX-04156
884982d541fffff,HEX-04157
884982d543fffff,HEX-04158
884982d545fffff,HEX-04159
884982d547fffff,HEX-04160
884982d549fffff,HEX-04161
884982d54bfffff,HEX-04162
884982d54dfffff,HEX-04163
884982d551fffff,HEX-04164
884982d553fffff,HEX-04165
884982d555fffff,HEX-04166
884982d557fffff,HEX-04167
884982d559fffff,HEX-04168
884982d55bfffff,HEX-04169
884982d55dfffff,HEX-04170
884982d561fffff,HEX-04171
884982d563fffff,HEX-04172
884982d565fffff,HEX-04173
884982d567fffff,HEX-04174
884982d569fffff,HEX-04175
884982d56bfffff,HEX-04176
884982d56dfffff,HEX-04177
884982d581fffff,HEX-04178
884982d583fffff,HEX-04179
884982d585fffff,HEX-04180
884982d587fffff,HEX-04181
884982d589fffff,HEX-04182
884982d58bfffff,HEX-04183
884982d58dfffff,HEX-04184
884982d591fffff,HEX-04185
884982d593fffff,HEX-04186
884982d595fffff,HEX-04187
884982d597fffff,HEX-04188
884982d599fffff,HEX-04189
884982d59bfffff,HEX-04190
884982d59dfffff,HEX-04191
884982d5a1fffff,HEX-04192
884982d5a3fffff,HEX-04193
884982d5a5fffff,HEX-04194
884982d5a7fffff,HEX-04195
884982d5a9fffff,HEX-04196
884982d5abfffff,HEX-04197
884982d5adfffff,HEX-04198
884982d5b1fffff,HEX-04199
884982d5b3fffff,HEX-04200
884982d5b5fffff,HEX-04201
884982d5b7fffff,HEX-04202
884982d5b9fffff,HEX-04203
884982d5bbfffff,HEX-04204
884982d5bdfffff,HEX-04205
884982d5c1fffff,HEX-04206
884982d5c3fffff,HEX-04207
884982d5c5fffff,HEX-04208
884982d5c7fffff,HEX-04209
884982d5c9fffff,HEX-04210
884982d5cbfffff,HEX-04211
884982d5cdfffff,HEX-04212
884982d5d1fffff,HEX-04213
884982d5d3fffff,HEX-04214
884982d5d5fffff,HEX-04215
884982d5d7fffff,HEX-04216
884982d5d9fffff,HEX-04217
884982d5dbfffff,HEX-04218
884982d5ddfffff,HEX-04219
884982d5e1fffff,HEX-04220
884982d5e3fffff,HEX-04221
884982d5e5fffff,HEX-04222
884982d5e7fffff,HEX-04223
884982d5e9fffff,HEX-04224
884982d5ebfffff,HEX-04225
884982d5edfffff,HEX-04226
884982d601fffff,HEX-04227
884982d603fffff,HEX-04228
884982d605fffff,HEX-04229
884982d607fffff,HEX-04230
884982d609fffff,HEX-04231
884982d60bfffff,HEX-04232
884982d60dfffff,HEX-04233
884982d611fffff,HEX-04234
884982d613fffff,HEX-04235
884982d615fffff,HEX-04236
884982d617fffff,HEX-04237
884982d619fffff,HEX-04238
884982d61bfffff,HEX-04239
884982d61dfffff,HEX-04240
884982d621fffff,HEX-04241
884982d623fffff,HEX-04242
884982d625fffff,HEX-04243
884982d627fffff,HEX-04244
884982d629fffff,HEX-04245
884982d62bfffff,HEX-04246
884982d62dfffff,HEX-04247
884982d631fffff,HEX-04248
884982d633fffff,HEX-04249
884982d635fffff,HEX-04250
884982d637fffff,HEX-04251
884982d639fffff,HEX-04252
884982d63bfffff,HEX-04253
